LAI_value,BBCH,date
1.0533333333333335,32.0,2010-04-01 00:00:00+02:00
2.2600000000000002,37.0,2010-04-15 00:00:00+02:00
4.941666666666666,39.0,2010-04-29 00:00:00+02:00
5.221666666666667,48.0,2010-05-12 00:00:00+02:00
6.38,53.0,2010-05-27 00:00:00+02:00
6.218333333333334,71.0,2010-06-10 00:00:00+02:00
3.171666666666667,71.0,2010-06-24 00:00:00+02:00
0.5016666666666666,84.0,2010-07-08 00:00:00+02:00
0.0,92.0,2010-07-22 00:00:00+02:00
0.0,92.0,2010-08-05 00:00:00+02:00
