LAI_value,BBCH,date
0.2916666666666667,13.0,2008-03-04 00:00:00+01:00
0.6488888888888888,23.0,2008-03-18 00:00:00+01:00
1.6700000000000002,24.0,2008-04-08 00:00:00+02:00
4.16,32.0,2008-04-28 00:00:00+02:00
5.583333333333333,34.0,2008-05-15 00:00:00+02:00
5.173333333333333,71.0,2008-05-29 00:00:00+02:00
4.31,73.0,2008-06-10 00:00:00+02:00
3.5933333333333333,75.0,2008-06-24 00:00:00+02:00
1.71,77.0,2008-07-08 00:00:00+02:00
0.0,89.0,2008-07-24 00:00:00+02:00
