LAI_value,BBCH,date
1.2166666666666666,22.0,2013-04-26 00:00:00+02:00
2.1466666666666665,30.0,2013-05-03 00:00:00+02:00
3.8433333333333337,31.0,2013-05-13 00:00:00+02:00
4.353333333333333,32.0,2013-05-24 00:00:00+02:00
3.265,51.0,2013-06-03 00:00:00+02:00
2.8349999999999995,71.0,2013-06-12 00:00:00+02:00
1.0516666666666667,72.66666666666667,2013-06-20 00:00:00+02:00
1.6183333333333334,,2013-07-04 00:00:00+02:00
0.245,87.0,2013-07-17 00:00:00+02:00
0.0,87.0,2013-07-31 00:00:00+02:00
