LAI_value,date
2.3433333333333333,2017-04-03 00:00:00+02:00
4.510000000000001,2017-04-24 00:00:00+02:00
5.746666666666667,2017-05-04 00:00:00+02:00
7.596666666666667,2017-05-22 00:00:00+02:00
5.283333333333334,2017-06-08 00:00:00+02:00
3.3000000000000003,2017-06-26 00:00:00+02:00
0.4633333333333333,2017-07-10 00:00:00+02:00
