LAI_value,BBCH,date
0.75,21.0,2015-03-28 00:00:00+01:00
2.78,29.333333333333332,2015-04-21 00:00:00+02:00
5.73,37.0,2015-05-15 00:00:00+02:00
2.4933333333333336,55.0,2015-06-08 00:00:00+02:00
1.6199999999999999,61.0,2015-07-02 00:00:00+02:00
0.0,89.0,2015-07-26 00:00:00+02:00
