LAI_value,BBCH,date
0.12333333333333334,12.0,2015-03-28 00:00:00+01:00
2.6366666666666667,23.0,2015-04-21 00:00:00+02:00
,32.0,2015-05-15 00:00:00+02:00
,51.0,2015-06-08 00:00:00+02:00
,69.0,2015-07-02 00:00:00+02:00
,89.0,2015-07-26 00:00:00+02:00
