LAI_value,BBCH,date
0.13333333333333333,22.0,2009-03-26 00:00:00+01:00
0.51,32.0,2009-04-09 00:00:00+02:00
2.1533333333333333,34.0,2009-04-23 00:00:00+02:00
3.893333333333333,35.0,2009-05-07 00:00:00+02:00
5.34,36.0,2009-05-18 00:00:00+02:00
9.003333333333332,59.0,2009-06-04 00:00:00+02:00
5.516666666666667,71.0,2009-06-18 00:00:00+02:00
5.616666666666667,76.0,2009-07-02 00:00:00+02:00
1.8466666666666667,85.0,2009-07-16 00:00:00+02:00
0.0,92.0,2009-07-27 00:00:00+02:00
