date,LAI_value,BBCH
2021-03-03,0.2153438888888889,13.0
2021-03-26,0.40017777777777774,26.0
2021-04-01,0.8232111111111112,27.0
2021-04-09,1.060311111111111,28.0
2021-04-21,1.6071111111111112,29.0
2021-05-03,3.1038888888888887,29.0
2021-05-10,3.3196666666666665,30.0
2021-05-17,4.326333333333333,31.0
2021-06-11,4.611666666666666,57.0
2021-07-07,5.339812401773518,75.0
2021-07-12,1.9494975578246574,75.0
2021-07-21,0.17704579152112976,85.0
