date,LAI_value,BBCH
2022-04-12,1.1232777777777778,27.0
2022-04-21,1.5911111111111111,29.0
2022-04-28,2.128111111111111,29.0
2022-05-12,3.5012222222222222,32.0
2022-05-19,3.3,33.0
2022-05-31,3.0780000000000003,59.0
2022-06-08,3.802777777777778,65.0
2022-06-14,3.2536666666666667,73.0
2022-06-20,4.426111111111112,77.0
2022-06-30,1.564261111111111,83.0
2022-07-14,0.0,89.0
2022-07-18,0.0,92.0
