date,LAI_value,Weather,Canopy_photo,In_lane,Shaded,BBCH,Row spacing,Point_ID,dateonly,time,geometry
2022-04-11 07:00:15+00:00,0.498,clear sky,JPEG_20220411_070025_6877410458306335427.jpg,No,None,25,13.0,1,2022-04-11,07:00:15.000000Z,POINT (476518.5 5254879.5)
2022-04-13 08:25:30+00:00,0.772,hazy,JPEG_20220413_082539_4253573116883452677.jpg,No,By person,25,13.0,1,2022-04-13,08:25:30.000000Z,POINT (476518.5 5254879.5)
2022-04-15 07:09:45+00:00,0.744,overcast,JPEG_20220415_070952_4759901107175021664.jpg,No,By clouds,25,13.0,1,2022-04-15,07:09:45.000000Z,POINT (476518.5 5254879.5)
2022-04-18 09:08:48+00:00,0.897,clear sky,JPEG_20220418_090851_483163800049036778.jpg,No,By person,25,13.0,1,2022-04-18,09:08:48.000000Z,POINT (476518.5 5254879.5)
2022-04-20 08:38:47+00:00,1.42,clear sky,JPEG_20220420_083849_999031273568982138.jpg,No,By person,25,13.0,1,2022-04-20,08:38:47.000000Z,POINT (476518.5 5254879.5)
2022-04-22 08:38:49+00:00,1.56,hazy,JPEG_20220422_083912_2784409770954511510.jpg,No,By person,30,13.0,1,2022-04-22,08:38:49.000000Z,POINT (476518.5 5254879.5)
2022-04-25 12:00:52+00:00,1.59,overcast,JPEG_20220425_120057_3682418897252854522.jpg,No,By clouds,31,15.0,1,2022-04-25,12:00:52.000000Z,POINT (476518.5 5254879.5)
2022-04-27 07:39:36+00:00,1.32,hazy,JPEG_20220427_073951_2214620258091673602.jpg,No,By person,31,13.0,1,2022-04-27,07:39:36.000000Z,POINT (476518.5 5254879.5)
2022-04-29 09:16:29+00:00,1.93,cloudy,JPEG_20220429_091637_754490648013455782.jpg,No,By person,32,15.0,1,2022-04-29,09:16:29.000000Z,POINT (476518.5 5254879.5)
2022-05-02 07:24:44+00:00,2.4,clear sky,JPEG_20220502_072446_5047750044220017042.jpg,No,By person,32,13.0,1,2022-05-02,07:24:44.000000Z,POINT (476518.5 5254879.5)
2022-05-04 07:43:26+00:00,2.89,overcast,JPEG_20220504_074331_2284629835587746768.jpg,No,By clouds,32,15.0,1,2022-05-04,07:43:26.000000Z,POINT (476518.5 5254879.5)
2022-05-07 12:39:15+00:00,3.24,Overcast,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220507_123702_8689465730396613994.jpg,No,None,33,15.0,1,2022-05-07,12:39:15.000000Z,POINT (476518.5 5254879.5)
2022-05-09 08:34:19+00:00,3.47,Overcast,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220509_083421_4713333511619168132.jpg,No,By clouds,33,15.0,1,2022-05-09,08:34:19.000000Z,POINT (476518.5 5254879.5)
2022-05-11 08:55:59+00:00,3.88,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220511_085526_5785813378579282273.jpg,No,By person,33,15.0,1,2022-05-11,08:55:59.000000Z,POINT (476518.5 5254879.5)
2022-05-13 09:18:15+00:00,3.97,Overcast,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220513_091819_3781330323842179954.jpg,No,By clouds,33,15.0,1,2022-05-13,09:18:15.000000Z,POINT (476518.5 5254879.5)
2022-05-16 09:00:08+00:00,4.55,Cloudy,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220516_090016_8258328492807683150.jpg,No,By person,37,15.0,1,2022-05-16,09:00:08.000000Z,POINT (476518.5 5254879.5)
2022-05-18 08:58:29+00:00,4.58,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220518_085833_6034243061671757096.jpg,No,By person,37,15.0,1,2022-05-18,08:58:29.000000Z,POINT (476518.5 5254879.5)
2022-05-20 09:28:20+00:00,4.6,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220520_092824_1279296343044173549.jpg,No,By person,39,15.0,1,2022-05-20,09:28:20.000000Z,POINT (476518.5 5254879.5)
2022-05-23 07:35:59+00:00,5.27,Overcast,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220523_073605_7815760999858258093.jpg,No,By clouds,41,15.0,1,2022-05-23,07:35:59.000000Z,POINT (476518.5 5254879.5)
2022-05-25 08:46:19+00:00,5.43,Overcast,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220525_084634_373434703407283378.jpg,No,By clouds,49,15.0,1,2022-05-25,08:46:19.000000Z,POINT (476518.5 5254879.5)
2022-05-27 07:45:48+00:00,5.24,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220527_074553_5006501456641568696.jpg,No,By person,51,15.0,1,2022-05-27,07:45:48.000000Z,POINT (476518.5 5254879.5)
2022-05-30 08:38:08+00:00,5.89,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220530_083813_5066231284770118217.jpg,No,By person,57,15.0,1,2022-05-30,08:38:08.000000Z,POINT (476518.5 5254879.5)
2022-06-01 09:18:10+00:00,5.96,Cloudy,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220601_091911_3284781317355458366.jpg,No,By person,58,15.0,1,2022-06-01,09:18:10.000000Z,POINT (476518.5 5254879.5)
2022-06-03 08:55:15+00:00,6.25,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220603_085550_7763104144769359598.jpg,No,By person,59,15.0,1,2022-06-03,08:55:15.000000Z,POINT (476518.5 5254879.5)
2022-06-06 08:50:03+00:00,6.3,Overcast,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220606_085007_7215894771532772302.jpg,No,By clouds,62,15.0,1,2022-06-06,08:50:03.000000Z,POINT (476518.5 5254879.5)
2022-06-08 08:52:44+00:00,5.95,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220608_085319_189770206080618604.jpg,No,By person,64,15.0,1,2022-06-08,08:52:44.000000Z,POINT (476518.5 5254879.5)
2022-06-10 09:12:03+00:00,6.04,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220610_091210_998525473145948992.jpg,No,By person,65,15.0,1,2022-06-10,09:12:03.000000Z,POINT (476518.5 5254879.5)
2022-06-13 08:40:21+00:00,6.28,Overcast,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220613_084023_1062936291381845014.jpg,No,By clouds,68,15.0,1,2022-06-13,08:40:21.000000Z,POINT (476518.5 5254879.5)
2022-06-15 08:22:16+00:00,6.9,Cloudy,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220615_082219_9195951144939470196.jpg,No,By clouds,68,15.0,1,2022-06-15,08:22:16.000000Z,POINT (476518.5 5254879.5)
2022-06-17 08:41:24+00:00,5.33,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220617_084139_8774292469160833343.jpg,No,By person,69,15.0,1,2022-06-17,08:41:24.000000Z,POINT (476518.5 5254879.5)
2022-06-20 08:12:29+00:00,5.37,Cloudy,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220620_081234_2369918442385699672.jpg,No,By person,71,15.0,1,2022-06-20,08:12:29.000000Z,POINT (476518.5 5254879.5)
2022-06-22 09:13:26+00:00,6.41,Overcast,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220622_091330_4396020717520997496.jpg,No,By clouds,73,15.0,1,2022-06-22,09:13:26.000000Z,POINT (476518.5 5254879.5)
2022-06-24 08:10:53+00:00,5.66,Cloudy,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220624_081059_8685113535060665791.jpg,No,By clouds,75,15.0,1,2022-06-24,08:10:53.000000Z,POINT (476518.5 5254879.5)
2022-04-06 10:04:17+00:00,0.386,overcast,JPEG_20220406_100437_5354354284861131048.jpg,No,By clouds,24,13.0,2,2022-04-06,10:04:17.000000Z,POINT (476530.5 5254855.5)
2022-04-13 08:33:56+00:00,0.396,hazy,JPEG_20220413_083400_6026725250482427109.jpg,No,By person,24,15.0,2,2022-04-13,08:33:56.000000Z,POINT (476530.5 5254855.5)
2022-04-15 07:13:40+00:00,0.432,overcast,JPEG_20220415_071346_2701381815773748310.jpg,No,By clouds,24,15.0,2,2022-04-15,07:13:40.000000Z,POINT (476530.5 5254855.5)
2022-04-18 09:14:21+00:00,0.847,clear sky,JPEG_20220418_091426_2389196139682423348.jpg,No,By person,25,13.0,2,2022-04-18,09:14:21.000000Z,POINT (476530.5 5254855.5)
2022-04-20 08:42:35+00:00,1.36,clear sky,JPEG_20220420_084241_4163558277426902453.jpg,No,By person,24,15.0,2,2022-04-20,08:42:35.000000Z,POINT (476530.5 5254855.5)
2022-04-22 08:42:53+00:00,1.07,hazy,JPEG_20220422_084257_1518337915317798429.jpg,No,By person,30,15.0,2,2022-04-22,08:42:53.000000Z,POINT (476530.5 5254855.5)
2022-04-25 12:05:22+00:00,1.21,overcast,JPEG_20220425_120530_4352699729445803092.jpg,No,By clouds,31,13.0,2,2022-04-25,12:05:22.000000Z,POINT (476530.5 5254855.5)
2022-04-27 07:43:22+00:00,1.5,hazy,JPEG_20220427_074328_3800760395164408279.jpg,No,By person,31,15.0,2,2022-04-27,07:43:22.000000Z,POINT (476530.5 5254855.5)
2022-04-29 09:20:29+00:00,1.4,cloudy,JPEG_20220429_092032_8630771287316156189.jpg,No,By person,32,15.0,2,2022-04-29,09:20:29.000000Z,POINT (476530.5 5254855.5)
2022-05-02 07:29:12+00:00,2.01,clear sky,JPEG_20220502_072916_2994103423054108088.jpg,No,By person,32,15.0,2,2022-05-02,07:29:12.000000Z,POINT (476530.5 5254855.5)
2022-05-04 07:47:24+00:00,2.0,overcast,JPEG_20220504_074727_7803405681881784253.jpg,No,By clouds,32,15.0,2,2022-05-04,07:47:24.000000Z,POINT (476530.5 5254855.5)
2022-05-07 12:40:14+00:00,3.09,Overcast,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220507_124023_2629831691044801553.jpg,No,None,33,15.0,2,2022-05-07,12:40:14.000000Z,POINT (476530.5 5254855.5)
2022-05-09 08:37:45+00:00,2.95,Overcast,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220509_083748_359759659866710477.jpg,No,By clouds,33,15.0,2,2022-05-09,08:37:45.000000Z,POINT (476530.5 5254855.5)
2022-05-11 08:59:27+00:00,3.12,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220511_085911_1930020920669121831.jpg,No,By person,33,15.0,2,2022-05-11,08:59:27.000000Z,POINT (476530.5 5254855.5)
2022-05-13 09:23:24+00:00,3.57,Overcast,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220513_092328_5118296315915503834.jpg,No,By clouds,33,15.0,2,2022-05-13,09:23:24.000000Z,POINT (476530.5 5254855.5)
2022-05-16 09:07:05+00:00,4.01,Cloudy,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220516_090711_3363152551952950786.jpg,No,By person,37,15.0,2,2022-05-16,09:07:05.000000Z,POINT (476530.5 5254855.5)
2022-05-18 09:02:35+00:00,4.61,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220518_090237_7901283454945989622.jpg,No,By person,37,15.0,2,2022-05-18,09:02:35.000000Z,POINT (476530.5 5254855.5)
2022-05-20 09:33:21+00:00,4.08,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220520_093323_8542231126548939472.jpg,No,By person,39,15.0,2,2022-05-20,09:33:21.000000Z,POINT (476530.5 5254855.5)
2022-05-23 07:41:48+00:00,4.43,Overcast,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220523_074151_3494426673451291800.jpg,No,By clouds,41,15.0,2,2022-05-23,07:41:48.000000Z,POINT (476530.5 5254855.5)
2022-05-25 08:52:19+00:00,4.87,Overcast,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220525_085237_8999417746956935634.jpg,No,By clouds,43,15.0,2,2022-05-25,08:52:19.000000Z,POINT (476530.5 5254855.5)
2022-05-27 07:51:14+00:00,4.68,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220527_075117_8558178534128094358.jpg,No,By person,48,15.0,2,2022-05-27,07:51:14.000000Z,POINT (476530.5 5254855.5)
2022-05-30 08:45:41+00:00,5.04,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220530_084544_3139841867341805636.jpg,No,By person,55,15.0,2,2022-05-30,08:45:41.000000Z,POINT (476530.5 5254855.5)
2022-06-01 09:25:22+00:00,5.18,Cloudy,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220601_092621_9094743298978445417.jpg,No,By person,56,15.0,2,2022-06-01,09:25:22.000000Z,POINT (476530.5 5254855.5)
2022-06-03 09:00:33+00:00,5.83,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220603_090119_7075473427156723468.jpg,No,By person,59,15.0,2,2022-06-03,09:00:33.000000Z,POINT (476530.5 5254855.5)
2022-06-06 08:56:05+00:00,5.9,Overcast,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220606_085637_1084381647202932522.jpg,No,By clouds,62,15.0,2,2022-06-06,08:56:05.000000Z,POINT (476530.5 5254855.5)
2022-06-08 08:59:52+00:00,5.96,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220608_090005_1484717330551617726.jpg,No,By person,63,15.0,2,2022-06-08,08:59:52.000000Z,POINT (476530.5 5254855.5)
2022-06-10 09:16:04+00:00,5.9,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220610_091607_450597731089726169.jpg,No,By person,65,15.0,2,2022-06-10,09:16:04.000000Z,POINT (476530.5 5254855.5)
2022-06-13 08:47:19+00:00,5.16,Overcast,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220613_084724_1266545539852622753.jpg,No,By clouds,68,15.0,2,2022-06-13,08:47:19.000000Z,POINT (476530.5 5254855.5)
2022-06-15 08:29:19+00:00,5.47,Cloudy,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220615_082946_2147336263819809867.jpg,No,By person,68,15.0,2,2022-06-15,08:29:19.000000Z,POINT (476530.5 5254855.5)
2022-06-17 08:45:57+00:00,5.04,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220617_084613_290642679854552464.jpg,No,By person,69,15.0,2,2022-06-17,08:45:57.000000Z,POINT (476530.5 5254855.5)
2022-06-20 08:19:14+00:00,5.36,Cloudy,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220620_081918_1951984871031086058.jpg,No,By person,71,15.0,2,2022-06-20,08:19:14.000000Z,POINT (476530.5 5254855.5)
2022-06-22 09:18:24+00:00,5.78,Overcast,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220622_091827_6458795756719575112.jpg,No,By clouds,73,15.0,2,2022-06-22,09:18:24.000000Z,POINT (476530.5 5254855.5)
2022-06-24 08:15:04+00:00,4.71,Cloudy,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220624_081507_3992322444600169293.jpg,No,By clouds,75,15.0,2,2022-06-24,08:15:04.000000Z,POINT (476530.5 5254855.5)
2022-04-06 10:08:35+00:00,0.152,overcast,JPEG_20220406_100843_4789445772179965864.jpg,No,By clouds,23,12.0,3,2022-04-06,10:08:35.000000Z,POINT (476530.5 5254876.5)
2022-04-11 07:02:48+00:00,0.257,clear sky,JPEG_20220411_070254_6836053893301945551.jpg,No,None,24,13.0,3,2022-04-11,07:02:48.000000Z,POINT (476530.5 5254876.5)
2022-04-13 08:38:45+00:00,0.519,hazy,JPEG_20220413_083850_3276070945254872527.jpg,No,By person,25,13.0,3,2022-04-13,08:38:45.000000Z,POINT (476530.5 5254876.5)
2022-04-15 07:16:39+00:00,0.68,overcast,JPEG_20220415_071642_4836051377512644742.jpg,No,By clouds,25,15.0,3,2022-04-15,07:16:39.000000Z,POINT (476530.5 5254876.5)
2022-04-18 09:18:14+00:00,0.804,clear sky,JPEG_20220418_091819_1247556591596203955.jpg,No,By person,25,13.0,3,2022-04-18,09:18:14.000000Z,POINT (476530.5 5254876.5)
2022-04-20 08:45:35+00:00,1.46,clear sky,JPEG_20220420_084540_5930887095551763531.jpg,No,By person,25,13.0,3,2022-04-20,08:45:35.000000Z,POINT (476530.5 5254876.5)
2022-04-22 08:46:33+00:00,1.93,hazy,JPEG_20220422_084637_3666868230409821379.jpg,No,By person,30,13.0,3,2022-04-22,08:46:33.000000Z,POINT (476530.5 5254876.5)
2022-04-25 12:12:20+00:00,2.07,overcast,JPEG_20220425_121223_8280900047550584059.jpg,No,By clouds,31,13.0,3,2022-04-25,12:12:20.000000Z,POINT (476530.5 5254876.5)
2022-04-27 07:47:38+00:00,1.36,hazy,JPEG_20220427_074743_4721803069133566878.jpg,No,By person,31,13.0,3,2022-04-27,07:47:38.000000Z,POINT (476530.5 5254876.5)
2022-04-29 09:28:05+00:00,2.23,cloudy,JPEG_20220429_092809_3291939916900556362.jpg,No,By person,32,15.0,3,2022-04-29,09:28:05.000000Z,POINT (476530.5 5254876.5)
2022-05-02 07:32:29+00:00,2.49,clear sky,JPEG_20220502_073232_4394887276173671239.jpg,No,By person,32,15.0,3,2022-05-02,07:32:29.000000Z,POINT (476530.5 5254876.5)
2022-05-04 07:50:28+00:00,2.68,overcast,JPEG_20220504_075031_2702317071251121265.jpg,No,By clouds,32,15.0,3,2022-05-04,07:50:28.000000Z,POINT (476530.5 5254876.5)
2022-05-07 12:43:06+00:00,3.49,Overcast,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220507_124309_7346185506528270753.jpg,No,None,33,15.0,3,2022-05-07,12:43:06.000000Z,POINT (476530.5 5254876.5)
2022-05-09 08:40:12+00:00,3.75,Overcast,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220509_084015_8175374745958798468.jpg,No,By clouds,33,15.0,3,2022-05-09,08:40:12.000000Z,POINT (476530.5 5254876.5)
2022-05-11 09:02:01+00:00,4.24,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220511_090205_7355437001816360745.jpg,No,By person,33,15.0,3,2022-05-11,09:02:01.000000Z,POINT (476530.5 5254876.5)
2022-05-13 09:26:10+00:00,4.4,Cloudy,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220513_092618_1490942890730250131.jpg,No,By person,33,15.0,3,2022-05-13,09:26:10.000000Z,POINT (476530.5 5254876.5)
2022-05-16 09:11:35+00:00,4.75,Cloudy,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220516_091138_2383056291741779597.jpg,No,By person,37,15.0,3,2022-05-16,09:11:35.000000Z,POINT (476530.5 5254876.5)
2022-05-18 09:08:46+00:00,5.27,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220518_090848_1160328404125641025.jpg,No,By person,37,15.0,3,2022-05-18,09:08:46.000000Z,POINT (476530.5 5254876.5)
2022-05-20 09:36:41+00:00,5.9,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220520_093644_6945251381082347747.jpg,No,By person,39,15.0,3,2022-05-20,09:36:41.000000Z,POINT (476530.5 5254876.5)
2022-05-23 07:47:23+00:00,5.69,Overcast,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220523_074726_6171605946587697951.jpg,No,By clouds,41,15.0,3,2022-05-23,07:47:23.000000Z,POINT (476530.5 5254876.5)
2022-05-25 09:01:31+00:00,5.42,Overcast,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220525_090134_6400547550032749858.jpg,No,By clouds,45,15.0,3,2022-05-25,09:01:31.000000Z,POINT (476530.5 5254876.5)
2022-05-27 07:55:45+00:00,5.73,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220527_075548_4398415031218034737.jpg,No,By person,47,15.0,3,2022-05-27,07:55:45.000000Z,POINT (476530.5 5254876.5)
2022-05-30 08:48:51+00:00,6.24,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220530_084854_2860420449645105372.jpg,No,By person,55,15.0,3,2022-05-30,08:48:51.000000Z,POINT (476530.5 5254876.5)
2022-06-01 09:33:00+00:00,6.34,Cloudy,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220601_093244_6979380321913857510.jpg,No,By person,57,15.0,3,2022-06-01,09:33:00.000000Z,POINT (476530.5 5254876.5)
2022-06-03 09:04:28+00:00,6.01,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220603_090443_8766809566020013489.jpg,No,By person,59,15.0,3,2022-06-03,09:04:28.000000Z,POINT (476530.5 5254876.5)
2022-06-06 08:59:52+00:00,6.42,Overcast,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220606_085955_2587687839275545694.jpg,No,By clouds,62,15.0,3,2022-06-06,08:59:52.000000Z,POINT (476530.5 5254876.5)
2022-06-08 09:04:10+00:00,7.09,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220608_090358_5519986553238633151.jpg,No,By person,64,15.0,3,2022-06-08,09:04:10.000000Z,POINT (476530.5 5254876.5)
2022-06-10 09:19:04+00:00,4.95,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220610_091906_8513159233409202164.jpg,No,By person,65,15.0,3,2022-06-10,09:19:04.000000Z,POINT (476530.5 5254876.5)
2022-06-13 08:50:06+00:00,6.19,Overcast,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220613_085010_1015740033525246504.jpg,No,By clouds,68,15.0,3,2022-06-13,08:50:06.000000Z,POINT (476530.5 5254876.5)
2022-06-15 08:32:31+00:00,6.91,Cloudy,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220615_083234_8553742127460281936.jpg,No,By person,68,15.0,3,2022-06-15,08:32:31.000000Z,POINT (476530.5 5254876.5)
2022-06-17 08:48:45+00:00,5.41,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220617_084901_1505682252081636386.jpg,No,By person,69,15.0,3,2022-06-17,08:48:45.000000Z,POINT (476530.5 5254876.5)
2022-06-20 08:21:48+00:00,6.31,Clear sky,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220620_082151_2555718608422059445.jpg,No,By person,71,15.0,3,2022-06-20,08:21:48.000000Z,POINT (476530.5 5254876.5)
2022-06-22 09:21:01+00:00,6.67,Overcast,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220622_092104_6285609149076546588.jpg,No,By clouds,73,15.0,3,2022-06-22,09:21:01.000000Z,POINT (476530.5 5254876.5)
2022-06-24 08:17:53+00:00,5.03,Cloudy,/storage/emulated/0/Android/data/uk.co.lutraconsulting/files/projects/LAI_Eschikon_ETH_2022_06_05/JPEG_20220624_081756_6302692892892459374.jpg,No,By clouds,75,15.0,3,2022-06-24,08:17:53.000000Z,POINT (476530.5 5254876.5)
2022-04-06 10:19:07+00:00,0.01,overcast,JPEG_20220406_101228_1154723081292592282.jpg,Yes,By clouds,23,50.0,4,2022-04-06,10:19:07.000000Z,POINT (476533.5 5254897.5)
2022-04-11 07:06:20+00:00,0.0894,clear sky,JPEG_20220411_070623_3808285848887356916.jpg,Yes,None,24,50.0,4,2022-04-11,07:06:20.000000Z,POINT (476533.5 5254897.5)
2022-04-18 09:22:08+00:00,0.883,clear sky,JPEG_20220418_092215_8373793453459639137.jpg,No,By person,24,13.0,4,2022-04-18,09:22:08.000000Z,POINT (476533.5 5254897.5)
2022-04-20 08:48:43+00:00,1.06,clear sky,JPEG_20220420_084853_2471208631270566211.jpg,No,By person,24,15.0,4,2022-04-20,08:48:43.000000Z,POINT (476533.5 5254897.5)
2022-04-22 08:49:37+00:00,1.09,hazy,JPEG_20220422_084946_5601918274167088663.jpg,No,By person,30,15.0,4,2022-04-22,08:49:37.000000Z,POINT (476533.5 5254897.5)
2022-04-25 12:15:42+00:00,1.78,overcast,JPEG_20220425_121545_7116546740773535614.jpg,No,By clouds,31,15.0,4,2022-04-25,12:15:42.000000Z,POINT (476533.5 5254897.5)
